brand,name,old_price_reais,new_price_reais,reviews_rating_number,reviews_amount
SAMSUNG,Notebook Samsung Flash F30 128 Ssd  Com Defeito No Teclado Grafite,1.099,109,,
,Notebook Office Estud Barato Positivo Dual Core 4gb 120 Ssd Preto,499,55,,
SAMSUNG,Notebook Office Estud Barato Samsung Dual Core 4gb 120 Ssd Preto,499,55,,
,Itautec Infoway A7520 Ler A Descrição Preto,680,65,,
HP,Notebook Hp G42 Core I3 4gb Ram Ssd 120 Gb Novo Usado Barato Prata,499,55,,
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,2.531,1.259,4.6,(213)
HP,Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel® Iris Xe Graphics 256gb Ssd 16gb Ram Windows 11 Home Pls Sl- Ay6z5la#ak4,3.803,3.324,4.9,(71)
HP,Notebook Hp 256r G9 Intel Core I3-1315u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl - AN1A2LA#AK4,3.137,2.659,4.9,(59)
,Itautec Infoway A7520 Ler A Descrição Preto,680,65,,
HP,Notebook Hp G42 Core I3 4gb Ram Ssd 120 Gb Novo Usado Barato Prata,499,55,,
LENOVO,Notebook Lenovo Thinkpad T440 Core I5 4a Ger 4gb Ssd220gb,899,86,,
,Notebook Positivo Unique 250 Gb Hd 2gb Mem C/ Carreg Windows,299,49,,
DELL,Notebook Dell Core I7 16gb Ram Com Placa De Vídeo Cinza,2.349,225,,
,Notebook Antigo Toshiba Tecra 780dvd Colecionador Cinza,150,14,,
HP,Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl- Ay6z4la#ak4,3.803,3.134,4.8,(78)
LENOVO,Notebook Lenovo LOQ-e 15iax9e Intel Core i5-12450hx 16gb 512gb Ssd Rtx 3050 Windows 11 15.6 - 83me0007br Luna Grey,9.510,5.199,4.9,(36)
HP,Notebook Hp Probook 440 G9 Intel Core I3-1215u 14 Intel Uhd 256gb 8gb Ram Windows 11 Pro- 839y2la#ak4,3.099,297,4.8,(9)
,Netbook Itautec Infoway W7020 C/hd E Sem Sistema Operacional,180,30,,
ACER,Acer Aspire Nitro 5 An515-51-50u2,2.890,277,,
,Notebook Office Estud  Barato Dual Core 3gb 320 Hd Preto,359,51,,
HP,"Notebook Elitebook 745 G4 Amd Pro A8-9600b R5,10 C-4c+6g 8gb Cinza",850,82,,
HP,"Notebook Hp Elitebook 745-g4  A8-9600b R5,10 C-4c+6g  8gb Cinza",880,84,,
DELL,"Dell Inspiron 3520, I5 16gb, 512gb Ssd, Preto, 15.6 Preto",2.899,278,,
SAMSUNG,Notebook Samsung Galaxy Book4 Windows 11 Home Intel Core I3 8gb 256gb Ssd 15.6'' Full Hd Led 1.55 Kg Grafite,3.590,2.940,4.9,(3729)
SAMSUNG,"Notebook Samsung Galaxy Book2 Intel Core I5-1235U, 8GB, 256GB, Windows 11 Home, 15,6"", Grafite",3.980,398,4.8,(7190)
,"Notebook Positivo Vision Intel Core i3 8gb RAM 256gb Ssd Tela 15.6"" Full Hd Linux - Preto",4.499,2.114,4.9,(17)
HP,"Notebook Hp Elitebook 745 G4  A8-9600b R5,10 C-4c+6g 8gb Cinza",850,82,,
DELL,Notebook Ultrabook Dell Vostro 5470 Core I5 4210u Cinza,730,70,,
,Notebook Qbex Aparelho Em Estado Ruim:,100,9,,
LENOVO,Notebook Lenovo Thinkpad T61 (no Estado),225,22,,
DELL,Dell Latitude 3420 Intel Core I5 11ager 16gb 256gb + Dock Cinza,2.300,221,,
DELL,Dell Latitude 5420 I5 1135g7 8gb 256ssd + Dockstation Prateado,2.150,206,,
,Apple Macbook Air M3 2024 Midnight 13.6 8gb Ram 256gb Ssd Azul,6.899,663,,
LENOVO,"Notebook Lenovo Yoga Slim 7x 14,5 Snapdragon X Elite 32 Gb",6.750,648,,
LENOVO,Notebook Lenovo Thinkpad T14 I5 16gb 256gb Ssd W11 Pro 14,2.690,258,,
DELL,Notebook Industrial Militar Dell I5 Touch 512gb Rugged Preto,3.349,321,,
LENOVO,Notebook Lenovo Thinkpad L440 Intel I5 Com Ssd,899,86,,
ASUS,Notebook Asus K43u Com Detalhes Marrom,159,15,,
LENOVO,"Notebook Lenovo Thinkpad E14, 8gb, 256gb Usado Preto",1.700,163,,
HP,Notebook Hp Pavillion G4 4gb Ram Core I3 Hd500 Usado,990,99,,
DELL,Dell Inspiron 7560 I7 16gb De Memória,2.799,279,,
,10x S/ Juros: Apple Macbook Pro A2159 Core I5 8gb 128gb,2.995,299,,
,Macbook Air A1465 Intel I5 4gb 128gb Macos Catalina,1.880,188,,
,Notebook Antigo Toshiba Rupo Qual Jw-f550 Ligando,330,55,,
,Macbook Pro 13 A1278 Intel 4gb 500gb Os Catalina *leia* Prata,890,85,,
HP,Notebook Elitebook Hp 840 G9 I5 16gb 512gb 14 ,4.200,403,,
,Macbook Pro 13 A1278 I5 8gb 128gb Catalina Prata,1.289,124,,
,Notebook Antigo Averatec Sempron 3200 Win Xp Colecionador Prcinza,735,70,,
DELL,Dell Inspiron Inspiron 14 P74g,2.899,278,,
DELL,Notebook Touchscreen Dell Inspiron 13 I7 7gen Ssd240gb,1.900,182,,
ACER,Notebook Acer Aspire E15 I5 De 4 Vermelho,650,62,,
,Notebook Core I5 8th Ssd 240gb - Apenas 799g Cinza,1.899,182,,
HP,Notebook Hp Touchsmart Tx2 C/defeito (leia Descrição),170,16,,
,Notebook Para Conserto Ou Retirar Peças,130,12,,
SAMSUNG,Notebook Samsung Rv415 Para Retirar Peças (leia),150,14,,
ACER,Notebook Acer Aspire 5 I3 De 10 Prateado,1.350,130,,
,Macbook Antigo Para Uso De Peças,150,14,,
DELL,Notebook Dell Inspiron 15 3511 I5 De 11 Preto,2.200,211,,
,Notebook Itautec W7645 Intel Core 2 Duo Com 32gb Optane Cinza,100,9,,
DELL,Notebook Dell Lat E6420 Core I5-2a 4gb Ddr3 Hd 500gb Usado,599,59,,
LENOVO,Notebook Lenovo Thinkpad T440 Intel Core I5 8gb Ssd 256,1.199,119,,
LENOVO,Notebook Thinkpad T430-4 Giga De Mem Corei5 Preto,790,76,,
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,2.531,1.259,4.6,(213)
SAMSUNG,"Notebook Samsung Galaxy Book2 Intel Core I5-1235U, 8GB, 256GB, Windows 11 Home, 15,6"", Grafite",3.980,398,4.8,(7190)
HP,Notebook Hp Probook 440 G9 Intel Core I3-1215u 14 Intel Uhd 256gb 8gb Ram Windows 11 Pro- 839y2la#ak4,3.099,297,4.8,(9)
HP,Notebook Hp Pavilion Dv4 Delux. Raridade Para Colecionadores,699,67,,
ASUS,Notebook Asus X451c Ler Descrição,500,48,,
ASUS,Notebook Gamer Asus Core I7 6700hq 1tb Ssd 40gb Ram,2.999,299,,
LENOVO,Thinkpad T14 Amd Ryzen 7 4750u Fhd 14pol 24gb 512gb M2,2.300,230,,
LENOVO,Lenovo Thinkpad T495 14polhd Amd Ryzen 7 3700u 16gb 512gb M2,1.600,160,,
DELL,Notebook Dell Inspiron N4050-corei5-hd500-4gb-hdmi-tela14led,780,75,,
HP,Notebook Hp Elitebook 840 G9 Intel Vpro I5- W11p 256gb,8.177,4.599,5.0,(2)
,Notebook Vaio Fe 16 Amd Ryzen 5-5625u Linux 8gb 256gb Ssd Tela 16 Ips Wuxga Antireflexo - Cinza Grafite - Vjfe69f11x-b0411h,4.998,2.969,,
,"Notebook VAIO FE15 Intel® Core i3 11th 8GB 256GB SSD Tela 15,6'' Full HD Antirreflexo, Windows 11 Home - Cinza Grafite",3.800,380,4.6,(370)
DELL,Notebook Dell E5430 Core I5 3ª Geração 4gb Ssd 240gb Hdmi,1.199,120,,
HP,Notebook Hp Probook 6470b Intel Core I5 3a Ger 4gb Ssd-120gb,519,51,,
,Notebook Acer / Gateway 1.8 Ghz Hd 320 C 8gb Tela 15.6 Obs Preto,799,77,,
ASUS,Notebook Netbook Asus Branco  Tela  10 Pol Nao Liga Ler Tudo,109,10,,
,Defeito: Notebook Positivo Stilo One Xc3570 (ver Anúncio),74,37,,
DELL,Dell G3 3590. I5 9300h. 16gb Ram. 500gb Ssd.  Gtx1650 4gb Preto,2.799,269,,
HP,Notebook Hp 240 G7 Core I5-1035g1 8gb Ddr4 Ssd De237gb Cinza,1.540,148,,
ACER,Notebook Acer E1-572-6 Br800 I3 4010u 1.70ghz 4 Gb 15  Preto,780,75,,
HP,"Notebook Hp Elitebook 745 G4 Amdpro A8-9600b R5,10 C-4c+6g 2 Cinza",850,82,,
HP,Notebook Hp  Probook 6470b Core I5 Cinza,700,70,,
LENOVO,Notebook Lenovo V15 G3 Iap/i5-1235u/8gb/ssd256gb/w11pro Preto,2.500,240,,
ASUS,Notebook Asus K45a Intel Core I3-3110m Ram8gb Hdd 500gb Leia Marrom,659,63,,
MOTOROLA,Lapdock Motorola Atrix Ler A Declaração,280,27,,
SONY,Notebook Sony Vaio Core I5 Preto,329,54,,
DELL,Notebook Latitude 3490 14  8gb Ram 256gb Ssd Intel Core I7,1.600,153,,
LENOVO,Notebook Lenovo T490 I7 16gb 512ssd Preto,1.800,180,,
DELL,Notebook Dell Vostro 3560 (processador I7 - 4gb Ram - Hd 512,999,96,,
ACER,Notebook Acer Aspire I3 De 2.3gbz C Ssd 128gb C 12gb Tela 14 Preto,1.099,106,,
,Notebook Daten Core I5 06gb Memória Hd 500gb Win 10 Pro,600,57,,
LENOVO,Notebook Lenovo G 475 Preto,149,37,,
,Notebook Compaq Presario V 2000 Cinza,169,33,,
LENOVO,Sucata Retirada De Peças Notebook Lenovo G460 Intel I3,200,19,,
,Notebook Microboard Evolution - Venda De Peças,69,34,,
ACER,Notebook Acer Aspire A515 45 R760 Cinza,2.500,240,,
DELL,Notebook Dell Inspiron 5558 Core I5 5th 5200u 8gb Ssd120 1tb,1.490,144,,
DELL,Notebook Dell Vostro P90f I5 10gen 16gb Preto,1.500,145,,
DELL,Notebook Dell Vostro P75f I5 16gb Preto,1.300,125,,
ACER,Notebook Acer I3 2.3ghz Com Ssd 256  C 12 Gb Ram (conservado Cinza,1.333,128,,
HP,Notbook Hp G42-220br,179,35,,
,Notebook Multilaser Ultra Ub445 I3 8gb Ssd 240gb Prata,1.500,145,,
,Notebook Itaú Tec Infowey Com Defeito Leia Descrição Preto,260,25,,
DELL,Notebook Dell Vostro 3560 No Estado P/ Favor Leia Descrição Prateado,390,38,,
HP,Notebook Hp 240 G6 Intel I5 8gb Ram 256g Ssd Latitude Vostro Preto,1.398,139,,
,Macbook Pro I7 2011 16gb Ssd480,1.790,172,,
,Netbook Positivo Funcionando Perfeitamente,340,56,,
SAMSUNG,Notebook Samsung Séries 5 Np500 (com Defeito),400,50,,
,Lote De 2 Notebook Cce/positivo Para Sucata - Leia Preto,120,30,,
HP,Notebook Hp Compaq 6530b Intel Core2duo Hdd 160gb 2gb Leia Cinza,299,29,,
,Notebook I5 8gb Ram 500gb Hd - Windows 10,950,91,,
,Notebook Megaware Kripton K Series (para Usar  Peças),100,9,,
,Macbook Para Retirada De Pecas,70,6,,
DELL,Dell Latitude 3490 I-7 8550u 1.99 Ghz 8g Ssd M2 256 Gb Preto,1.150,111,,
SAMSUNG,"Notebook Samsung Galaxy Book2 Intel Core I5-1235U, 8GB, 256GB, Windows 11 Home, 15,6"", Grafite",3.980,398,4.8,(7190)
HP,Notebook Hp Elitebook 840 G9 Intel Vpro I5- W11p 256gb,8.177,4.599,5.0,(2)
ASUS,Notebook Asus Vivobook 16 X1605va Intel Core I7 1355u 8gb Ram 512gb Ssd Linux Keepos Tela 16 Ips Fhd Silver - Mb742,4.585,3.530,5.0,(30)
ACER,Notebook Acer Aspire As4349-2528 Defeito Não Liga,350,34,,
DELL,Dell Latitude 3490 I-7 8550u 1.99 Ghz 8g Ssd M2 256 Gb Preto,1.150,111,,
ASUS,Notebook Asus Core I3 8250u 16  256tb Hdd Windows 11,1.500,145,,
DELL,Notebook Dell Vostro 3583 Core I5-8265u M.2 256gb 16gb W10p,1.470,147,,
LENOVO,Notebook Lenovo Thinkpad E14 I5 10ager 8gb M.2 256gb 14  Ful,1.780,171,,
DELL,Notebook Dell Latitude 3400 I7 16gb,1.500,145,,
SAMSUNG,Notebook Samsung Galaxy Book4 I3- 1335u 512gb Np754xgj-kg3br,4.999,480,5.0,(2)
,"Notebook VAIO FE15 Intel® Core i3 11th 8GB 256GB SSD Tela 15,6'' Full HD Antirreflexo, Windows 11 Home - Cinza Grafite",3.800,380,4.6,(370)
DELL,Notebook Dell Xps 9320 Cor Cinza,10.808,1.080,,
,Notebook Dell Inspiron I5 N5010 (usado)(bateria Não Carrega),1.299,129,,
,Notebook Semp Toshiba Is 1462 (para Tirar Peças),200,33,,
DELL,Notebook Dell Core I5 750gb Hd 6gb Memória Ram +carregador,850,82,,
DELL,Notebook Dell Latitude 3450 I5. Bom Pra Jogar!!!,999,96,,
LG,Sucata No Estado Notebook Lg15u340 Por Favor Leia  Descrição,320,31,,
DELL,"Notebook Dell 1564 Intel Core I5,4gb,ssd480gb,conserv",1.550,155,,
SAMSUNG,Notebook Samsung Rv420 -corei5-4gb-hd500-hdmi-tela 14led,799,79,,
LENOVO,Notebook Lenovo Ideapad 320 Core I5-7200u 8gb Hd 1tb Hdmi,1.629,162,,
ASUS,Notebook Asus K45vm Core I7 8gb 500gb Gt630m,1.025,99,,
ASUS,Notebook Asus Zenbook 14 Ux433 Core I7 8560u Ssd 256g Prateado,1.750,168,,
HP,Notebook Hp Intel Core I3 1000 - 8gb Ram - Leia A Descrição Cinza,600,60,,
LENOVO,Notebook  Thinkpad Lenovo X201 X201 I5-m520 / 4gb / Ssd 120 Preto,880,88,,
DELL,"Dell Latitude 5420 I5 11a Gen, 16gb Ram, M2 256gb (usado) Prateado",2.150,215,,
HP,Notebook Hp Pavilion Dv1000 Celeron M Windows Xp,759,73,,
HP,Notebook Hp 240 G4 Core I3 8gb 500 Gb Win 10 Pro,899,89,,
,Macbook Air M1 13  8gb Ram | 256gb Ssd  Prata | Excelente,4.450,445,,
LG,Notebook Lgr48 R480 Bateria Viciada Fonte Retirada De Peças,300,50,,
DELL,Notebook Dell Latitude E5490 I5 16gb  Hd Md-ssd  256gb Preto,1.300,125,,
DELL,Dell Latitude 7450 Core Ultra 7 165u 32gb Ram 512gb 14p Fhd,9.200,920,,
ACER,"Acer Aspire Nitro 5 An517-52, I5 16gb, 512gb Ssd, Gtx 1650",1.400,135,,
,Sucata C/defeito Notebook Compaq Cq43 Leia A Descrição,290,28,,
HP,Notebook Hp I7 4.2 Ghz 32gb 15.6 Pol Placa Radeon 512gb,3.499,349,,
,Notebook Compaq C720br Usado Funcionando Preto,425,53,,
LG,Notebook LG S460 Faltando Peças Veja Fotos Por Favor,349,34,,
,"Notebook I7 7th, 32gb De Memória, M2 240gb E Tela Full Hd Preto",2.599,259,,
DELL,Notebook Latitude 5400 14  Preto 16 Gb De Ram - 256gb Ssd M2 Preto,1.200,116,,
,Notebook Gamer Msi Gs60 15.6  Polegadas (ghost Pro)-002us Preto,3.500,350,,
DELL,"Dell N4030 Core I5,4gb,hd640gb,otimo Estado",850,85,,
,Macbook A1534 12 Pol Retina Mem 8gb Ssd 256 Impecável,2.950,295,,
HP,Notebook Hp Elitebook 840 G8 - Core I5 | 11a Geração | 256gb,2.590,248,,
ACER,Ô Trem! Notebook Acer A315-53 Sem Funcionamento. Bem Bunitim Preto,430,41,,
HP,Notebook Hp Dv7 Tela De 17 Poleg. Liga Desliga - Ler Tudo,179,35,,
LENOVO,Notebook Lenovo Thinkpad L14 G1 Ryzen 5 Pro 8 Gb 256 Gb Ssd,1.989,198,,
,Apple Macbook Air 13  I5 8gb Ssd 121gb 2019,3.899,390,,
,Notebook Alienware M15 I9 32gb Ram 1tb Ssd Rtx3080 240 Hz Cinza,9.800,980,,
ACER,Notebook Acer Aspire 5050 2gb Amd Turion Hd120,399,57,,
,Macbook Air Macbook Air 13 Polegadas 8gb Ram 256 Ssd Cinza,4.500,432,,
LENOVO,Thinkpad T14 Gen3 Core I5 1245u Vpro 16gb 256gb Ssd 14p Uxga,3.700,370,,
DELL,Dell Latitude E6420 Intel I5-2540m 2.60ghz 8gb Ram Preto,1.700,163,,
,Notebook Itautec Core I5 N8755 Funcionando Normalmente Preto,789,76,,
,Notebook Ecs Elitegroup A530 Sucata Para Retirar Peças.,120,11,,
,Notebook Intelbras I1000 Com Defeito Leia Toda A Descrição,290,28,,
HP,Notebook Hp 256r G9 Intel Core I3-1315u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl - AN1A2LA#AK4,3.137,2.659,4.9,(59)
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,2.531,1.259,4.6,(213)
LENOVO,Notebook Lenovo LOQ-e 15iax9e Intel Core i5-12450hx 16gb 512gb Ssd Rtx 3050 Windows 11 15.6 - 83me0007br Luna Grey,9.510,5.199,4.9,(36)
ACER,Notebook Usado Pronto Para Uso Acer Aspire V5-573 I5-4200u,1.190,115,,
LENOVO,Thinkpad T14 Gen1 Ryzen 5 Pro 4650u 16gb Ram 256gb Ssd Fhd,2.940,282,,
,"Notebook Positivo Sim 2000 Sem Tela , Memória E Hd",330,32,,
ACER,Notebook Acer I5 3230m - 3th 4gb 500hd Marrom,1.390,134,,
DELL,Notebook Dell 14r 5420 Core I5 6gb 120gb Hd Com Defeitos,530,51,,
ACER,Notebook Acer Aspire 5315-1 Antigo - C4,220,21,,
HP,Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl- Ay6z4la#ak4,3.803,3.134,4.8,(78)
HP,Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel® Iris Xe Graphics 256gb Ssd 16gb Ram Windows 11 Home Pls Sl- Ay6z5la#ak4,3.803,3.324,4.9,(71)
HP,Notebook Hp Probook 440 G9 Intel Core I3-1215u 14 Intel Uhd 256gb 8gb Ram Windows 11 Pro- 839y2la#ak4,3.099,297,4.8,(9)
ACER,Notebook Acer I3 + Ssd + Hd + 6gb Ram | Pronto Para Uso Prata,830,80,,
HP,Notebook Hp Dv6-1030us. Usado Preto,1.699,163,,
,Notebook Dell Latitude 3470 Core I3 8gb Ssd 480gb (windows) Preto,1.987,198,,
ASUS,Asus Notebook X541na-go508t 4gb Intel Celeron,130,32,,
,Notebook Ibm Thinkpad 600x - Tipo 2645-4eu Leia A Descrição,575,55,,
SAMSUNG,Notebook Np 270 E4e *defeito* Leia A Descrição,350,50,,
SAMSUNG,"Notebook Samsung Galaxy Book2 Intel Core I5-1235U, 8GB, 256GB, Windows 11 Home, 15,6"", Grafite",3.980,398,4.8,(7190)
,"Notebook Positivo Vision Intel Core i3 8gb RAM 256gb Ssd Tela 15.6"" Full Hd Linux - Preto",4.499,2.114,4.9,(17)
ACER,"Notebook Acer Aspire 3 Intel Core i3– N305 FHD 15.6"" LED TN UHD para processadores Inte 256GB SDD 8GB RAM Debian 64 bits Prata - A315-510P-320B",3.234,2.596,4.8,(216)
,Notebook Emachines Sucata No Estado Favor  Leia A Descrição,240,23,,
,Notebook Macbook Pro 13 2009 - Defeito,450,50,,
,Notebook Positivo Motion Plus Red Q464b Com Defeito!,245,40,,
ACER,Sucata C/ Defeito Acer Aspire One P1ve6 Leia Descrição,240,23,,
,Notebook Itautec W7655 3gb Pentium Hd320gb Com Detalhes,590,59,,
DELL,Notebook Dell Serie 3000 Core I3 Com Defeito Senha Da Bios Preto,600,57,,
DELL,Notebook Dell Inspiron 1545-pentium-4gb-hd500gb-tela15.6,670,67,,
LENOVO,Notebook Lenovo Thinkpad X13s Snapdragon Gen 3 16gb 512ssd,5.199,519,,
HP,Notebook Hp Elitebook 840g5 Cor I5 Touchscreen 16 Gb De Ram Prateado,2.450,245,,
HP,Notebook Hp Probook 6470b Intel Core I5 3ª Ger 8gb Ssd-240gb,619,61,,
ACER,"Notebook Acer E1-421, Amd Dualcore E300, 04gb, Hd 320gb Win7",700,67,,
,"Macbook Air 13 Sequoia I5 1,8 8gb 128ssd 2017 207 Ciclos Prateado",2.200,211,,
,Notebook Compaq Presario Cq-23 14 ,950,91,,
,Notebook Ibm Thinkpad 380 Antigo,500,50,,
DELL,Notebook Dell E6430 Core I5 3ª Geração 8gb Ssd 240gb Hdmi,1.299,130,,
,Notebook Positivo Mobile Para Desmanche Peças Placa,99,9,,
HP,Notebook Hp Core I3 240g5 4gb 240gb Ssd Win 10 Pro Cinza-escuro,600,57,,
HP,Notebook Not Hp Pavilion Dv6000 No Estado - Leia Descrição 2 Preto,200,19,,
DELL,"Notebook Dell Latitude 3420, Intel Core I7-1165g7, 16gb",4.250,408,,
HP,Notebook Not Hp Pavilion Dv6000 No Estado - Leia Descrição 1 Preto,200,19,,
HP,Notebook Hp Pavilion Dv4- 1520br + Maleta,550,53,,
LENOVO,Notebook Lenovo E430 Core I5 3210 6gb 220gb Ssd,549,53,,
HP,Notebook Hp Probook 640 I7 8gb 256gb Win11 Preto,1.249,120,,
DELL,Notebook Dell Inspiron 5557 I7 *defeito* Cinza,579,55,,
PHILCO,"Net Philco Intel Atom 10b Para Retirada De Peças | R$ 250,00",250,24,,
LENOVO,Notebook Lenovo Slim 7x Snapdragon X Elite Ia Copilot Azul,7.899,789,,
LENOVO,Notebook Lenovo Thinkpad T410 Intel Core I5 4gb Ssd 120gb,499,55,,
LENOVO,Lenovo Yoga Slim 6i Intel I5-1240p 16gb 512gb Ssd Win 11 Cinza,4.399,439,,
DELL,Dell Latitude 5290 Core I5 Nvme 256  8 Gb W10 Pro,999,99,,
HP,Notebook Hp Elitebook 840 G6 Intel I5 16ram 256ssd Fhd Promo,1.990,199,,
LENOVO,Notebook Lenovo Ideapad 310 Core I5 6th 12gb Ram 120gb Ssd,1.499,149,,
ASUS,Notebook Asus S400c,499,48,,
DELL,Notebook Dell Intel Começa I3 Preto,1.000,100,,
DELL,Notebook Dell Vostro 3300 I3 M370 4gb Ssd 120gb Leian,799,79,,
DELL,Peças P/ Notebook Dell Inspiron 5452(leia A Descrição),1.000,100,,
DELL,Notebook Dell Latitude 3480 I5-6200u 8gb  256ssd Preto,1.890,189,,
LENOVO,Notebook Lenovo LOQ-e 15iax9e Intel Core i5-12450hx 16gb 512gb Ssd Rtx 3050 Windows 11 15.6 - 83me0007br Luna Grey,9.510,5.199,4.9,(36)
HP,Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl- Ay6z4la#ak4,3.803,3.134,4.8,(78)
HP,Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel® Iris Xe Graphics 256gb Ssd 16gb Ram Windows 11 Home Pls Sl- Ay6z5la#ak4,3.803,3.324,4.9,(71)
DELL,Notebook Dell Latitude 3480 I5-6200u 8gb  256ssd Preto,1.890,189,,
LENOVO,Notebook Lenovo Ideapad 330s 15ikb I5 20gb Ram,2.000,192,,
ACER,Notebook Acer Aspire E15 I5 16gb 1tb Win10 Preto,1.100,106,,
SONY,Notebook Sony Vaio Pcg-71911x Core I3 2th Ram 4gb Hd500gb,600,60,,
HP,Notebook Hp Pavilion Preto,150,14,,
DELL,Notebook Dell Latitude 7420 Intel I7 11a G7 16gb Ssd 240gb,3.350,335,,
SAMSUNG,"Notebook Samsung Galaxy Book2 Intel Core I5-1235U, 8GB, 256GB, Windows 11 Home, 15,6"", Grafite",3.980,398,4.8,(7190)
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,2.531,1.259,4.6,(213)
HP,Notebook Hp Probook 440 G9 Intel Core I3-1215u 14 Intel Uhd 256gb 8gb Ram Windows 11 Pro- 839y2la#ak4,3.099,297,4.8,(9)
LENOVO,Notebook Lenovo Thinkpad X100e,500,48,,
HP,Sucata Retirada De Peças Notebook Hp Pavilion Dv5 1140br,200,19,,
LENOVO,Notebook Lenovo L440 Core I7 4ªg 8gb Ssd 120gb Wifi,1.306,130,,
,Notebook C/defeito Positivo Xr2995 Quebrada Leia Descrição,170,16,,
SAMSUNG,Notebook Samsung Rv420 -corei5-hd500-4gb-hdmi-tela 14led,750,72,,
HP,Notebook Mini Hp Relíquia ,500,48,,
,"Notebook Positivo Vision I15 Lumina Bar, Core I3, 11th, 8gb 512gb Ssd, Tela 15 Polegadas, Full Hd Antirreflexo, Windows 11 - Cinza",3.937,2.756,4.9,(14)
HP,Notebook Hp Elitebook 840 G9 Intel Vpro I5- W11p 256gb,8.177,4.599,5.0,(2)
,Notebook Vaio Fe 16 Amd Ryzen 5-5625u Linux 8gb 256gb Ssd Tela 16 Ips Wuxga Antireflexo - Cinza Grafite - Vjfe69f11x-b0411h,4.998,2.969,,
DELL,Notebook Dell Inspiron 1545-pentium-4gb-hd500gb-ot. Estado,660,66,,
,Google Pixelbook Eve I7 7y75 16gbram 500gbssd Grade B-usado,1.699,170,,
,Notebook Ibm Thinkpad T41 - Tipo 2373 No Estado Não Liga,480,46,,
HP,Notebook Hp Elitebook 840 G8 Intel I5 11th 16gb Ram 256 Ssd,2.360,226,,
LENOVO,Notebook Lenovo B320 Core I5 7200u Ssd 240 Gb 8 Gb Ram,1.500,150,,
HP,Notebook Hp Pavilion Dv7-6135dx I5 Tela 17.5 Marrom,550,53,,
,Compro Seu Macbook Air Pró Ou Mini Com Ou Sem Defeito Leia,200,33,,
LENOVO,Notebook Lenovo Ideapad S145 Amd Ryzen 7 Prateado,1.800,173,,
,Notebook Intelbras Dual Core Hd500gb  (leia Descrição) Pr,110,10,,
DELL,Dell G15 5520,4.854,485,,
DELL,Notebook Dell Latitude 120l Preto,300,29,,
HP,Notebook Hp 250 G8 Intel Core I5-1035g1 Ssd 240gb,2.358,226,,
,Macbook Pro 2014 13' 512gb Ssd Em Perfeito Estado.,2.899,289,,
DELL,Notebook Dell Inspiron 14 Preto,389,38,,
DELL,Notebook Dell Latitude D430 2gb Ram Conexão Serial Tela 11.6 Cinza,569,54,,
DELL,Notebook Dell Latitude E7440 Core I5 4310u 8gb Ssd 120gb,1.200,120,,
DELL,Notebook Dell Inspiron 700m 12.1  Intel Pentium Hd 80gb Leia Cinza,159,15,,
,Notebook Itautec W7540,720,69,,
,"Notebook Dell Inspiron I15 Intel Core i5 - 1235U (12ª Geração), 16GB RAM, 512 SSD, Windows 11 Home, Tela 15,6"" FULL HD - I15-I120K-M30P",3.999,,4.9,(48)
,"Notebook Dell Inspiron 15 Intel Core i7 - 1255U 12ª Geração 16GB RAM 512GB SSD Windows 11 Home Tela 15.6"" Full HD I15-I120K-M45P",5.049,,4.8,(37)
,"Notebook Dell Inspiron 15 Intel Core i7 - 1355U (13ª Geração), 16GB RAM, 1TB SSD, Windows 11 Home, Tela 15,6"" Full HD - I15-I1300-M80P",5.399,,4.8,(93)
DELL,Notebook Dell Inspiron I15-i1300-u60p 15.6  Full Hd 13ª Gen ,4.189,3.899,4.9,(23)
,Laptop Dell Inspiron i15-i1300-M50P 15.6 Full HD de 13ª geração RAM 16 GB Core i5 Cor Preto,4.199,,4.8,(62)
DELL,Notebook Dell Inspiron I15-i120k-m20p 15.6  Full Hd 12ª Gera,3.759,375,5.0,(7)
,Notebook Dell Inspiron i15-i1300-M30P 15.6 Full HD de 13ª geração 8GB de RAM 512GB SSD cor Preto,3.899,,4.9,(34)
,Notebook Dell Inspiron I15 i120k-u20p 15.6 Full Hd 12ª Gera,3.199,,,
