brand,name,old_price_reais,new_price_reais,reviews_rating_number,reviews_amount
DELL,Notebook Gamer Dell G15-i1300-m75p 15.6 Fhd 13ª Geração Int,8.899,889,,
,"Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 15,6'' Cinza - Ub261",1.576,157,4.6,(403)
,Msi Katana 15 B13vek-277us 15.6 Gaming Intel Core I7 136...,9.002,900,,
,Macbook Air Mc8k4 M3 16gb Ram/256/13.3  Midnight (2024),9.099,909,,
,"MacBook Air 13-inch 13"" midnight 8GB de Ram - 256GB SSD - Apple Chip M3",7.499,749,4.8,(58)
,"MacBook Air M1 2020 13"" ouro 256GB SSD - Apple M",5.799,557,4.9,(241)
,Notebook Para Jogos Msi Katana 15 15.6 165 Hz Qhd: Intel Cor,11.159,1.115,,
DELL,Dell Latitude 5400 Core I5 8th 8gb Ssd 240 Seminovo,1.708,170,,
HP,"Computador Portátil Para Jogos Hp Victus 15,6  Intel I5 R...",4.611,461,,
SAMSUNG,"Samsung Chromebook 4 Intel Dual-Core 4GB 32GB Tela 11.6"" Prata XE310XBA-KT3BR Google Chrome OS HD LED - Aceitável (Recondicionado)",749,72,,
SAMSUNG,"Notebook Samsung Galaxy Book3 360 Intel Core I5 1335U, 8GB, 256GB SSD Tela 13.3' Windows11H - NP730QFG-KF2BR",6.099,609,4.8,(65)
DELL,Notebook Dell Latitude 5430 Corei5-1235U 16gb Ram 512gb Ssd Plateado,5.618,561,,
DELL,Notebook 2 Em 1 Dell Inspiron 2in1-i1300-m30 14 Fhd+ Touch Prata gelo,6.320,632,,
DELL,Notebook Dell Latitude 5450 14 Ultra 5 125u 16gb 512gb Ssd cor preta,6.470,647,,
DELL,Notebook Dell Latitude 3440 Intel Core I5 16g 256ssd Cor Preto,4.970,497,4.2,(9)
DELL,Dell Latitude E5470 I5 16gb Ssd 240gb Tec Ilumin Win11 Pró Preto,1.850,185,,
LENOVO,Notebook Lenovo Ideapad S145 Ryzen 5 12gb Ram  128gb +500hd,1.998,199,5.0,(1)
,"MacBook Air M1 2020 13"" cinza-espacial 8GB de Ram - 256GB SSD - Apple Chip",5.799,579,4.9,(241)
LENOVO,Notebook Lenovo E14 Intel Core I5 10ger 16gb 240ssd Win 11 Cor Black,3.756,375,5.0,(1)
LENOVO,Notebook Lenovo Ideapad 3i I51135g7 8gb 256gb Ssd Intel Iris® Xe W11 15.6 Fhd 82md0007br,3.020,302,5.0,(4)
DELL,Notebook Dell 5410 Tela Full Hd  I5-10ª Ger 16gb Ssd 512gb,2.399,239,5.0,(1)
HP,Notebook Hp Elitebook 840 G7 Core I5 10° 16gb Ssd 256gb Nvme,2.589,258,4.6,(13)
DELL,Notebook Dell Inspiron I14-i120u-m40 14 Fhd+ Intel® Core 5,6.278,627,,
,"MacBook Air M2 (2022) 13.6"" space gray 8GB de Ram - 256GB SSD - M",7.386,709,4.9,(502)
ASUS,Notebook Asus Expertbook I3 1215u 4gb Ram 256gb Ssd W11 Pro,2.799,279,,
ASUS,"Notebook Para Jogos Asus Tuf Gaming A16, 16 Fhd+ 16:10 165 H",11.439,1.143,,
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,2.531,1.259,4.6,(213)
HP,Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl- Ay6z4la#ak4,3.803,3.134,4.8,(78)
SAMSUNG,"Notebook Samsung Galaxy Book2 Intel Core I5-1235U, 8GB, 256GB, Windows 11 Home, 15,6"", Grafite",3.980,398,4.8,(7190)
DELL,Notebook Dell Latitude 5350 Intel Ultra 7 165u 32gb 1tb Ssd,7.334,6.527,,
ASUS,"Notebook Para Jogos Asus Tuf Gaming A16, 16 Fhd+ 16:10 165 H",11.439,1.143,,
ACER,Notebook Acer Aspire 3 Intel Core I3 11ª 4gb Ssd 512gb 15.6,2.599,249,5.0,(20)
HP,Notebook Hp Core I7 10th 32gb Ram 512gb Ssd Tela 14 Full Hd Prateado,2.590,259,,
,"Notebook Msi Katana 15: Intel Core I7-13620h, Geforce Rtx 4.",8.583,858,,
DELL,Notebook Dell Latitude 5440 Core I7 16 GB 512 GB 14 Fhd Nnet,6.850,685,,
HP,Notebook Hp Probook 440 G9 Intel Core I3-1215u 14 Intel Uhd 256gb 8gb Ram Windows 11 Pro- 839y2la#ak4,3.099,297,4.8,(9)
HP,Notebook Hp Elitebook 840 G9 Intel Vpro I5- W11p 256gb,8.177,4.599,5.0,(2)
,Notebook Vaio Fe 16 Amd Ryzen 5-5625u Linux 8gb 256gb Ssd Tela 16 Ips Wuxga Antireflexo - Cinza Grafite - Vjfe69f11x-b0411h,4.998,2.969,,
LENOVO,Notebook Para Jogos Lenovo Legion 5i - Nvidia Geforce Rtx 40,12.158,1.215,,
LENOVO,Notebook Lenovo Ideapad 3i I3-10110u 8gb Ram 256gb Ssd,1.997,199,,
SAMSUNG,"Notebook Samsung Galaxy Book4, Windows 11 Home, Intel® Core I7, 16gb, 512gb Ssd, 15.6'' Full Hd Led, 1.55 Kg - Grafite",9.390,939,4.8,(342)
LENOVO,"Notebook Lenovo Celeron N4020 4 gb 128 gb 14"" Win 11 azul",1.899,182,,
LENOVO,Notebook Lenovo P53 I7 9° 32gb Ssd 512gb M2 - Nvidia 4gb,3.899,389,,
ASUS,"Notebook Para Jogos Asus Rog Strix G17, 2024, 17.3 2560 X 14",13.407,1.340,,
SAMSUNG,Notebook Samsung Galaxy Book4 I3- 1335u 512gb Np754xgj-kg3br,4.999,480,5.0,(2)
,"Notebook VAIO FE15 Intel® Core i3 11th 8GB 256GB SSD Tela 15,6'' Full HD Antirreflexo, Windows 11 Home - Cinza Grafite",3.800,380,4.6,(370)
DELL,Notebook Dell Xps 9320 Cor Cinza,10.808,1.080,,
ASUS,Notebook Asus Vivobook 16 X1605va Intel Core I7 1355u 8gb Ram 512gb Ssd Linux Keepos Tela 16 Ips Fhd Silver - Mb742,4.585,3.530,5.0,(30)
ASUS,"Notebook Para Jogos Asus Tuf A15: Tela Full Hd De 15,6 Hz,..",5.303,530,,
ASUS,Asus Vivobook X1704za 17  I3 8gb 512gb Ssd 1080p Windows 11,3.999,399,,
LENOVO,Notebook Lenovo S145 I5 8gb 256gb - Excelente (Recondicionado),1.998,199,,
LENOVO,Notbook Lenovo T480 Intel Core I5-83350u 16gb Ssd 256gb 14,1.749,174,,
DELL,"Notebook Dell Latitude 7480 I5 7300u  8gbram 512gb Ssd,win10",2.499,2.224,,
,Apple Macbook Air 13 M4 Chip 8 Core 16gb 256ssd 2025 Nfe,11.999,1.199,,
,"Macbook Pro 14'' M4, 10cpu 10gpu 16gb Ram 512gb Ssd Space B",14.999,1.499,,
DELL,Notebook Gamer Dell G15-i1300-m55p 15.6 Fhd 13ª Geração Int,6.899,689,5.0,(1)
ACER,"Chromebook Acer 315/15,6'/Intel N4020+4 GB de RAM+SSD de 64 GB",1.699,169,,
LENOVO,Notebook Lenovo Thinkpad E14 Intel Ultra 7 32gb 1tb W11pro,8.800,880,4.6,(13)
LENOVO,Notebook Lenovo Thinkpad E431 Core I5 8gb Ssd 240 Win 11 Pró,1.250,125,5.0,(4)
SAMSUNG,"Notebook Samsung E30 I3 4gb 1tb Hd 15,6'' W10 Cor Branco - Excelente (Recondicionado)",2.999,299,,
,"Notebook Para Jogos Msi Katana 15 15.6 144 Hz Fhd, Intel Cor",7.830,783,,
DELL,Notebook Dell Xps 9320 Cor Cinza,10.808,1.080,,
DELL,Dell Latitude 3450 I5-1335u 16gb Sdd 512   Win11 Pro Cinza Cinza,5.199,519,,
DELL,"Notebook Dell Latitude 3540 Core I5 1235u 16gb Y Ssd512 Win 11, cor cinza escuro",5.899,589,,
,"MacBook Air M2 2022 13,6, M2,8 GB, 256 GB, GPU de 8 núcleos Midnight Color Midnight",7.150,715,4.9,(502)
,Notebook Positivo Motion Q4128c Qc W10 Inclui Microsoft 365* Cor Dourado,1.799,1.493,4.1,(2654)
,Apple Macbook Air M3/16gb/256gb Ssd/ Lacrado Na Caixa,9.859,985,4.4,(7)
LENOVO,Notebook Core I5 Lenovo Thinkpad T14 16gb Ram 256gb Ssd M2,2.599,259,,
,Alienware M18 R2 Fhd+ 480 hz i9-14900HX 64 GB Rtx 4090 4 TB Cor da lua metálica escura,38.499,33.249,,
DELL,Notebook Dell Latitude 3440 I7 Super Promo + Garantia 3 Anos,6.799,4.895,5.0,(1)
LENOVO,"Notebook Lenovo Ideapad 1 Ryzen 5 15,6 Amd 256gb 8gb W11 Cor Prata",2.999,288,4.8,(483)
DELL,Notebook Dell Latitude 3440 I3 8gb Ssd 256 Tela 14 ,1.250,1.187,5.0,(1)
DELL,Notebook Dell Inspiron 5440 Intel Core 7 150u 16gb 1tb Ssd,6.112,5.439,5.0,(1)
HP,Notebook Hp 445 G10 Ryzen 5 7530u Radeon 512gb Nvme 32gb Ram,4.439,443,,
LENOVO,Notebook Lenovo Thinkpad L14 G1 Ryzen 5-4650u Pro 8gb 256gb,2.289,228,5.0,(1)
,"MacBook Pro MacBook Pro 14"" M3 Pro 14"" silver 512GB SSD - Apple M3",17.499,1.749,4.8,(72)
ASUS,"Notebook Asus Celeron Dual Core 4gb Ram 128gb Ssd W11 15,6'' Cor Prata",1.958,195,4.0,(4)
,Macbook Pro M4 Pro 14  24gb Ram 512ssd A3401 Envio Imediato,17.480,1.680,5.0,(5)
DELL,Notebook Dell Latitude E6330 Core I5 8gb Ssd 240gb,1.350,1.282,5.0,(4)
,Notebook Dell Latitude E5440 14 I3 120gb 4g - Excelente (Recondicionado),1.398,,,
,"Apple MacBook Air (13 polegadas, 2020, Chip M1, 256 GB de SSD, 8 GB de RAM) - Ouro",5.650,543,4.9,(1096)
DELL,Outlet Notebook Dell Latitude 5470 I5-6200u 8gb 256gb Preto,1.529,1.299,,
LENOVO,Notebook Lenovo Legion Slim 5 Intel Core i7 16gb Ram 512gb Ssd 16'' Windows 11,8.458,812,4.7,(139)
SAMSUNG,"Notebook Samsung Galaxy Book2 Intel Core I5-1235U, 8GB, 256GB, Windows 11 Home, 15,6"", Grafite",3.980,398,4.8,(7190)
ASUS,Notebook Asus Vivobook 16 X1605va Intel Core I7 1355u 8gb Ram 512gb Ssd Linux Keepos Tela 16 Ips Fhd Silver - Mb742,4.585,3.530,5.0,(30)
,"Notebook VAIO FE15 Intel® Core i3 11th 8GB 256GB SSD Tela 15,6'' Full HD Antirreflexo, Windows 11 Home - Cinza Grafite",3.800,380,4.6,(370)
LENOVO,Notebook Lenovo Legion Slim 5 Intel Core i7 16gb Ram 512gb Ssd 16'' Windows 11,8.458,812,4.7,(139)
,"Notebook Intel Core, I3 8gb, Ssd 240gb, Com Garantia",998,96,,
,Notebook Positivo Motion Gray 14'' Hd Intel Celeron N4020 120gb Ssd 4gb Win 11 Home Cinza C4120f-s,1.409,136,4.3,(101)
DELL,Placa Filha On/off Compatível Dell Inspiron 5401 5402 5501,109,104,,
,Apple MacBook Air 13.6 M2 8 núcleos 512gb Ssd 8gb Midnight,9.990,960,5.0,(1)
,"MacBook Air 13-inch 13"" space gray 8GB de Ram - 256GB SSD - Apple Chip M3",8.580,824,4.8,(58)
LENOVO,Notebook Lenovo Ideapad 14 Intel Celeron N4500 4 Gb 128 Gb Cinza,1.898,182,,
LENOVO,Notebook Lenovo Ideapad S145 Core I5 480gb Ssd 8gb Ram Win11,2.799,269,,
HP,Notebook Zbook Fury 17 Polegadas Nvidia Quadro Rtx3000 6gb Cinza,4.590,441,,
LENOVO,Notebook Lenovo I5a 8a Gen 12gb + Ssd +tela 15.6' + Garantia,1.495,144,5.0,(1)
ACER,Notebook Acer Aspire 5 15 A515 15.6   Core I5 512/8gb Touch,4.199,419,,
HP,Notebook HP 15-fd0023dx 15.6 Fhd Touch de 256 GB/8 GB I3 W11 - prata,3.399,339,,
,2 Unidades Protetor De Webcam Clip Com Limpador,9,,,
LENOVO,"Notebook Lenovo Thinkpad E14 Black 14, Intel Core I5 1135g7 8 GB De Ram 256 GB Ssd, Intel Iris Xe Graphics Freedos",2.900,290,,
DELL,"Notebook Dell 3400: I5-8265u 8gb Ssd 240 Gb, Windows 11",2.899,289,,
,Macbook Air de 13 polegadas: chip SSD M4 de 256 GB azul celeste azul,9.550,917,,
DELL,Notebook Dell Latitude 5490 - Core I5 8250u - 8gb 240gb,2.969,2.790,,
LENOVO,"Notebook Lenovo Ideapad 1i I3-1215u 8gb 256gb W11 15,6  ",4.715,2.654,5.0,(2)
,Macbook Air Retina Processador M2 8gb Ram 512ssd - 2022,9.100,910,5.0,(1)
HP,Notebook Hp Elitebook Folio 9470m I5 16gb Ram 120gb Promoção,1.149,111,4.1,(10)
LENOVO,Notebook Lenovo T480 Core I5-8ªth 16gb Ssd 240gb Tela Hd Cor Black - Bom (Recondicionado),1.749,174,,
LENOVO,Notebook Lenovo Thinkpad E14 Amd Ryzen 5 16gb 512gb W11 Pro,5.641,564,,
ACER,Notebook Gamer Nitro V15 Anv15-51-57ws I5 Lx 8gb 512gb Ssd,5.299,4.679,4.8,(323)
HP,Notebook Hp 14-dq0054dx Intel Celeron 4/64gb Tela 14  Rose,2.199,219,3.9,(11)
LENOVO,Notebook Lenovo Ideapad 5 2 Em 1 Oled Snapdragon 16 Gb Touch,5.971,597,,
LENOVO,Notebook Lenovo Thinkpad X1 Carbon I7-8th 16gb 256gb +brinde,2.797,2.153,,
LENOVO,Notebook Lenovo Ideapad S145 Core I7-1065g7 8gb Ram 256gb,2.498,249,,
,Notebook Vaio Intel Core I3 8ger 8gb 240ssd 15pol - Vitrine,2.099,209,4.6,(23)
DELL,Notebook Dell Inspiron 15 (3520) 15.6 FHD 512 GB/16 GB de RAM i5-1235U W11,4.225,422,5.0,(3)
DELL,Notebook Dell Latitude 5450 Core Ultra 5 13th 16gb 512gb Ssd,6.990,699,,
SAMSUNG,"Notebook Samsung Galaxy Book Go Snapdragon® 7c (Kryo™ 468 Octa-core CPU, até 2.55 GHz), Windows 11 Home, 4GB, 128GB UFS, 14'' Full HD LED, 1.38kg",2.174,217,4.7,(7658)
LENOVO,Notebook Lenovo Ideapad S145 Ryzen 5 12gb Ram 512gb Ssd,2.498,249,,
ASUS,"Notebook Para Jogos Asus Tuf Gaming F17 (2024), 17,3 Fhd 144",7.017,701,,
DELL,Notebook Dell Latitude Intel Core I5 7a Ssd 240gb Ram 8gb,2.199,219,,
LENOVO,Notbook Lenovo T480 Core I5-83350u 16gb Ssd 256gb Wifi,1.729,172,5.0,(1)
LENOVO,Notebook Lenovo Thinkpad T14 -corei5-10310u-16gb-nvme 256gb.,2.399,239,,
LENOVO,"Notebook Lenovo Ideapad 330, 8gb Ram, 240gb, 15.6",1.250,120,,
ACER,"Notebook Acer Aspire 5 A515-56-55ld I5 8gb 256gb Sdd 15,6",3.581,358,5.0,(21)
LENOVO,Notebook I5 Ssd 256gb 16gb Com Usb C Usb 3.0 Hdmi W10 Lenovo,2.990,2.242,,
DELL,Notebook Dell Latitude 7480 Core I5 7300u Ddr4 8gb Ssd 256gb - Bom (Recondicionado),1.899,189,,
ASUS,Notebook Asus X515 Intel Celeron Dual Core N4500 4gb Ram 128,2.535,243,,
DELL,Notebook Dell Precision 3581 I7-13800h 32gb 512gb Rtx-a1000 Cor Prata,13.990,1.399,,
DELL,Notebook Dell Inspiron I15-i120k-u25m 15.6  Full Hd 12ª Gera,3.749,3.499,4.8,(5)
DELL,Notebook Dell Latitude E7490 I5-8350u 256gb 8gb - Excelente (Recondicionado),2.288,2.150,,
,"Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 32gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto",4.099,393,4.7,(22)
LENOVO,"Notebook Lenovo Thinkpad E14 Gen 6 14 Ultra 5 125u 16gb 512gb, cor preta",6.300,630,,
LENOVO,"Notebook Gamer Lenovo LOQ Intel Core i5-12450H 8GB 512GB SSD RTX 2050 15.6"" FHD W11 83EU0000BR",5.021,502,4.9,(684)
,Hub Adaptador 7 Em 1 Usb-c Thunderboolt Hdmi 4k Geonav,299,49,4.6,(43)
LENOVO,Notebook Lenovo LOQ-e 15iax9e Intel Core i5-12450hx 16gb 512gb Ssd Rtx 3050 Windows 11 15.6 - 83me0007br Luna Grey,9.510,5.199,4.9,(36)
HP,Notebook Hp 256r G9 Intel Core I3-1315u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl - AN1A2LA#AK4,3.137,2.659,4.9,(59)
HP,Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl- Ay6z4la#ak4,3.803,3.134,4.8,(78)
LENOVO,Notebook Lenovo Thinkpad T480 14  I5 8a 8gb Ssd 256gb,1.549,154,5.0,(1)
,Hub Adaptador 7 Em 1 Usb-c Thunderboolt Hdmi 4k Geonav,299,49,4.6,(43)
ACER,Notebook Acer A315-510p-320b I3 8gb 256 Linux Nx.kmdal.007,2.999,2.599,,
,"Notebook Vaio Fe15 Intel Core I5 - 1235u, 8GB Ram, 256GB SSD, Windows 11 Home, Tela 15,6"" Full HD - VJFE54F11X-B0111H",4.999,499,4.8,(626)
HP,Notebook Hp Elitebook 840 G7 Core I5 10ª 8gb Ssd 256gb 14 ,2.249,224,,
DELL,Notebook Dell Latitude 7480 I7 8gb Ram 240gb Ssd DIMM Notebook preto,3.499,349,,
HP,Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel® Iris Xe Graphics 256gb Ssd 16gb Ram Windows 11 Home Pls Sl- Ay6z5la#ak4,3.803,3.324,4.9,(71)
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,2.531,1.259,4.6,(213)
HP,Notebook Hp Probook 440 G9 Intel Core I3-1215u 14 Intel Uhd 256gb 8gb Ram Windows 11 Pro- 839y2la#ak4,3.099,297,4.8,(9)
DELL,"Notebook Inspiron 3501 15.55"" preto 256GB SSD - Intel Core i3",3.791,3.374,4.8,(119)
DELL,Notebook Dell I5 6a - 8gb Ram - Ssd 240gb- Windows 10+office,1.359,1.196,5.0,(2)
LENOVO,"Notebook Lenovo Ideapad 1i I5-1235u 8gb Ram 512gb 15,6  W11",5.665,3.149,5.0,(18)
DELL,Notebook Dell Inspiron 3501 I7 8gb 256gb Geforce Mx330 2gb,6.998,699,,
DELL,Notebook Dell Latitude 3420 Core I7 11ªg 32gb Ram 512gb Ssd Cor Preto,6.590,659,4.8,(24)
ACER,Notebook Acer Aspire 5 Intel I7 12650h 16gb 512ssd Win 11,4.890,489,5.0,(9)
SAMSUNG,"Notebook Samsung Galaxy Book2 Intel Core I5-1235U, 8GB, 256GB, Windows 11 Home, 15,6"", Grafite",3.980,398,4.8,(7190)
,"Notebook Positivo Vision Intel Core i3 8gb RAM 256gb Ssd Tela 15.6"" Full Hd Linux - Preto",4.499,2.114,4.9,(17)
ASUS,"Notebook Asus Vivobook Go 15 E1504ga Intel Core I3 N305 4gb Ram 128gb Ssd Windows 11 Tela 15,6 Fhd Silver - Nj440w",2.999,2.279,4.8,(286)
SAMSUNG,"Notebook Samsung Book 4 I3 1315u 8gb 512gb Ssd 15,6' W11 Pro",3.999,3.145,5.0,(3)
DELL,Notebook Dell Gamer Core I5 10th + 16 Gb Ddr4 + 512 M2 Nvme,2.799,2.659,5.0,(1)
,"2 De Notas Notebook Sketchbook Ser Usado Um Diário,",206,65,,
,Apple Macbook Air M4 Chip 16gb 256ssd  2025 Midnight,10.999,1.099,,
ACER,Notebook Acer Aspire 3 A315-510p-320b I3-n305 Ssd 256gb 8gb,3.234,2.846,,
ASUS,Notebook Asus Zenbook S14 Core Ultra7 258v 32gb 1tb Ssd W11,14.999,13.919,3.7,(3)
DELL,Notebook Del Latitude 5400 Core I5 8ª Geração 8gb Ssd-256gb,1.790,179,4.8,(14)
LENOVO,Notebook Lenovo Intel Core I3 10ger 8gb 240ssd 15pol Win 11,2.399,239,,
LENOVO,Notebook Lenovo V310 Core I5 8gb Ddr4 500gb Garanta J - Bom (Recondicionado),1.699,1.614,,
ACER,Notebook Acer Chromebook 311 Mediatek Kompanio 4/32gb 11.6,2.059,205,,
DELL,Dell Latitude i5-1335U 256 GB Ssd 8 GB Ddr5 Ips Fhd Win11 Pro cinza escuro,5.565,556,,
DELL,"Notebook Latitude Dell Latitude 5400 14"" preto 512GB SSD - Intel Core i7",4.299,429,,
DELL,Notebook Dell Latitude 5290 I5 7° 16gb 256gb Nvme + Brinde,2.298,1.885,,
ACER,"Notebook Gamer Acer Nitro V15 Intel Core I5 - 13420h, 8GB RAM, 512GB SSD, NVIDIA RTX 2050, Windows 11 Home, Tela 15,6"" FHD - ANV15-51-58QL",4.999,499,4.9,(56)
,Apple Macbook Air M2 8gb 256gb Ssd 13'6 Garantia Apple 2022,7.096,709,5.0,(6)
,Notebook Vaio Fe 16 Amd Ryzen 7 - 5700u Windows 11 Home 16gb 512gb Ssd Tela 16 Ips Wuxga Antirreflexo - Cinza Grafite - Vjfe69f11x-b0821h,6.000,600,,
DELL,"Notebook Dell, Xps 9310, 13.4'', Core I7 11th, 16gb, Ssd-1tb",5.990,599,,
DELL,Notebook Dell Latitude 3410 i5-10210U de 8 GB e 256 GB W10pro 14 cores preto,3.038,292,4.2,(47)
DELL,Notebook Dell 5310 Core I7 10°g Ssd 256gb 16gb Win 11,2.790,279,,
,Escova De Limpeza Do Teclado Ferramenta Headset Fones Limpos,32,3,4.1,(7)
HP,Notebook Hp Elitebook 8460p Core I5 2th 8gb Ram Ssd 120gb Pc,1.090,109,,
DELL,Notebook Dell Latitude 5480 Core I5 - 7ºger 8gb - 500gb Cor Preto,2.999,2.759,4.1,(75)
DELL,"Notebook Dell Latitude E5440 14"" 16GB de Ram 512GB SSD Intel Core i5 Cor Cinza",5.655,565,,
ACER,Notebook Predator Acer Phn16-71-72w6 Ci7 16gb 512ssd Rtx4060,10.999,8.399,4.7,(35)
,"Notebook Ultra Multilaser Ub430 Processador Intel Core I3 - 7020u, 4gb De Memória Ram, 120gb Ssd, Tela 14,1 Pol. Hd, Com Tecla Netflix, Placa Gráfica Intel Hd Graphics 620, Prata, Windows 10 Home - Ex",1.849,1.345,,
ACER,Notebook Acer Amd Ryzen 7 5700u A515-45-r8w2 8gb 512gb Ssd,3.999,384,4.9,(34)
HP,"Notebook Hp 256-g8, Intel Corei3, 8gb, 256gb Ssd, Wind11home",2.699,269,,
LENOVO,Notebook Lenovo Thinkpad E14 Intel Ultra 7 16gb 512gb W11pro,7.990,767,,
,Notebook Master 14 Preto 8gb De Ram 256gb Ssd Intel Core I5,2.800,269,,
,Notebook Vaio Carbon Core I7 7ger 16gb 15pol 240ssd Vitrine,2.999,299,3.5,(12)
ASUS,Notebook Gamer Asus Tuf Gaming A15 Fa506ncr Ryzen7 Rtx3050,6.093,585,,
ASUS,Notebook Asus Zenbook 14 Oled Ux3405ma Intel Core Ultra 9 185h Ai 32gb Ram 1tb Ssd Windows 11 Home Tela 14 Blue - Pp809w,12.999,12.219,3.7,(6)
ASUS,Notebook Gamer Rog Strix G16 Rtx4070 Core I9 32gb 1t Ssd W11,16.559,13.839,,
,Notebook HP Probook 640 G2 prateado - Excelente (Recondicionado),1.599,,,
LENOVO,Notebook Lenovo Thinkpad E14 Ryzen 5 7430u 16gb 256gb W11pro,7.027,702,,
SAMSUNG,"Notebook Samsung Galaxy Book3 360 Intel Core I5 1335u 16G 512GB SSD Tela 13.3"" Windows11H NP730QFG-KF1BR Cor Grafite - Excelente (Recondicionado)",5.499,550,,
LENOVO,Notebook Lenovo LOQ-e 15iax9e Intel Core i5-12450hx 16gb 512gb Ssd Rtx 3050 Windows 11 15.6 - 83me0007br Luna Grey,9.510,5.199,4.9,(36)
HP,Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl- Ay6z4la#ak4,3.803,3.134,4.8,(78)
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,2.531,1.259,4.6,(213)
LENOVO,Notebook Lenovo Thinkpad E14 Ryzen 5 7430u 16gb 256gb W11pro,7.027,702,,
SAMSUNG,"Notebook Samsung Galaxy Book3 360 Intel Core I5 1335u 16G 512GB SSD Tela 13.3"" Windows11H NP730QFG-KF1BR Cor Grafite - Excelente (Recondicionado)",5.499,550,,
ACER,Notebook Acer Core I7 12ªgen 12gb Nvme 1tb 15.6' Full Hd,4.294,4.036,4.0,(4)
ASUS,Notebook Asus Zenbook S14 Oled Ux5406sa Intel Core Ultra 7 256v 16gb Ram 1tb Ssd Windows 11 Home Tela 14 Fhd 120hz Gray - Pz176w,13.999,10.269,,
ASUS,"Notebook Asus X515ka Celeron W11 15,6 128gb Cinza 4gb Ram",2.233,2.059,,
LENOVO,Notebook Lenovo Thinkpad T420 I5 16gb Ssd 256 Bateria Nova,1.480,1.406,,
SAMSUNG,"Notebook Samsung Galaxy Book2 Intel Core I5-1235U, 8GB, 256GB, Windows 11 Home, 15,6"", Grafite",3.980,398,4.8,(7190)
HP,Notebook Hp Probook 440 G9 Intel Core I3-1215u 14 Intel Uhd 256gb 8gb Ram Windows 11 Pro- 839y2la#ak4,3.099,297,4.8,(9)
HP,Notebook Hp Elitebook 840 G9 Intel Vpro I5- W11p 256gb,8.177,4.599,5.0,(2)
SAMSUNG,"Notebook Samsung Galaxy Book3 360 Intel Core I5 1335U, 8GB, 256GB SSD Tela 13.3' Windows11H - NP730QFG-KF2BR - Excelente (Recondicionado)",4.499,450,,
LENOVO,Notebook I5 8350u Ssd 240 Gb 16gb Ddr4 Usb C Hdmi Lan T480,1.899,189,4.9,(15)
ASUS,Notebook Gamer Rog Zephyrus G14 Ga403uv Oled Ryzen9 Rtx4060 Cor Branco,14.399,1.439,,
HP,Notebook Hp Tela 14   Intel Celeron 64/4gb  - Branco,2.199,219,,
LENOVO,Lenovo Flex 5 14'' 2 Em 1 Intel I5 16gb Ram 512gb Ssd,4.770,477,,
DELL,Notebook Dell Vostro 3401 Core I5 10g 16gb 256ssd Windows 11,2.899,289,4.7,(7)
,Notebook Vaio Fe 16 Amd Ryzen 5-5625u Linux 8gb 256gb Ssd Tela 16 Ips Wuxga Antireflexo - Cinza Grafite - Vjfe69f11x-b0411h,4.998,2.969,,
ASUS,Notebook Asus Vivobook 16 X1605va Intel Core I7 1355u 8gb Ram 512gb Ssd Linux Keepos Tela 16 Ips Fhd Silver - Mb742,4.585,3.530,5.0,(30)
,"Notebook VAIO FE15 Intel® Core i3 11th 8GB 256GB SSD Tela 15,6'' Full HD Antirreflexo, Windows 11 Home - Cinza Grafite",3.800,380,4.6,(370)
,"Bloco De Notas Rhodia 15,5x22cm Capa Couro Preto",184,18,,
LENOVO,"Notebook Lenovo Ideap 1i Intel Core I5 1235u,16gb Ram 512gb",3.840,384,,
HP,Notebook Hp Probook 445 G9 Amd Ryzen 5 14 256gb 8gb W11 Pro Cor Cinza,3.399,339,5.0,(2)
DELL,Notebook Dell Latitude Core I5 8ª Ger 16gb Ssd 256gb Windows,1.999,1.899,5.0,(1)
LENOVO,Notebook Thinkpad L14 G2 I5 8gb 256gb - Lenov0,3.299,317,,
,Notebook Multilaser M11w Prime 2 Em 1 - Pc301 - Em Cor Prateado,1.790,179,,
HP,Hp Probook 445 G9 Ryzen5 I5 16gb 512gb Nvme,3.290,329,5.0,(1)
LENOVO,Notebook Lenovo Thinkpad E14 I5 8gb 256gb Ssd Windows 11,3.999,399,3.8,(8)
SAMSUNG,"Notebook Samsung Galaxy Book2 Intel Core I5-1235U, 8GB, 256GB, Windows 11 Home, 15,6"", Grafite",3.980,398,4.8,(7190)
